ratings,reviews
2,가려워서 도저히 도저히 도저히 못 바르겠음 샘플 사용 후 구매 바랍니다
2,먼지 날림이 너무 심해요
2,퐆ㅊㅍㅌㄹㅎ
2,냄새가 별로예요 비추합니다
2,그냥 그래요 생각했던 만큼 아니에요
2,예쁘긴 한데 철봉 연결하는 게 잘 안 맞아요
2,만두피랑 속이랑 겉돌아요 흐물흐물 속은 알차네요 포만감 좋음
2,무게도 적당하고 운동하기 좋아요
2,그냥 쿠션이에요 다이소에서 파는 것이 나아요
2,박스 내부 쿠션이 꼬질꼬질함
2,배송도 엄청 빠르고 좋은데 박스가 푹 찍혀서 오고 상자를 열어보니 긁힌 자국이 여러 개 있네요 교환하기 귀찮아서 그냥 구매확정합니다 검수 잘 하고 보내셔야 할 것 같아요
2,사이즈 매우 작아 마음에 안 들어요 얼음용기 말고 딱 마늘 용기 사이즈 추천요
2,벌크 다운 마무리 상품은 가격만큼
2,흠 마무리가 너무 안 좋아요 가격 대비 그냥 써봅니다
2,리모컨 작동도 안 했는데 갑자기 급발진을 하더군요 불량인가요
2,가슴에 착 달라붙을 줄 알았는데 생각보다 잘 떨어지네요
2,조립개빡 조립 어떻게 함 진짜 나사 같은 거에 손 찔려서 피나고 무슨 동영상이나 그런 것 좀 올려놓지 뭐 이따위냐 오 어이없네
2,배송이 너무 느려요 목요일 주문해서 토요일 정도 받을 거라 생각했는데 화요일 도착이네요
2,빨대연습들어가랴고시켜봅니덯ㅎ
2,생각보다 많이 별로인 거 같아요
2,괜히 산 것 같아요 나한테는 잘 안 받네요
2,무거운 거 거니까 가운데 기포가 생겨서 불안해요
2,색은 예쁘고 무난한데 먼지가 너무 붙어요 싸서 그런가
2,없는 기계로 잡으려고 하니까 복잡해서 어렵네요
2,기준이 어디서부터 측정한 길이인지 모르겠지만이라고 했던 길이보다 깁니다 여유 체인이야 더 길어도 상관없지만 본 체인 길이도를 넘는 것 같아요 그 때문에 팔목에 많이 헐렁해서 불편하네요
2,재구매 미니 못난이를 주문했는데 이쁜 애들 개가 왔어요 근데 밤호박이 아니에요 단호박이에요 물컹 싫어하는 단호박이 왔어요
2,남녀 공용인가요 모자가 너무 커요 줄인다고 해도 머리 윗부분 각이 잘 안 살아요 반품하기도 그렇고 다른 친구 줘야 할 듯
2,스며들지 않아요ㅜㅜ
2,부드럽지 못하네요 사용하는 데엔 지장 없습니다
2,두 번 구매는 안 할 듯
2,얼음 색깔이 변해서 나오는데 이유를 모르겠어요
2,고정시키는 방법이 많이 불편했습니다 여자친구랑 설치하는데 시간이 넘게 걸렸습니다 원터치 사세요
2,상품평에 작동하고 바로 따뜻하다고 하는데 생각보단 덜 따뜻하고 천장에 달아놨는데도 빛이 너무 강해서 씻을 땐 끄고 씻어야 해요
2,사지 마세요 다른 스토어 팜에서 살 걸 그랬습니다 배송주만에왓고 일처리도 똑가로안되셨고 물건 받아보니 스크래치에 울퉁불퉁 참 찝찝하기 짝이 없습니다 일자 드라이버 사용하라고 답변 주셨는데 막상 받아보니 십자 드라이버스라고 설명서에 적혀있더군요 장난하십니까ㅡㅡ
2,배송은 빨랐어요 근데 착용감도 그렇고 너무 커 보여요
2,애들이 놀기에는 부실하게 만들어졌네요
2,양도 너무 적고 식초가 돼서 왔어요
2,카레는 앞으로 안 삼 불호
2,통한 팥에 물탄 느낌 단맛ㅠ
2,생각보다 별로네요 작업이 너무 어렵네요
2,이불은 까슬까슬하니 느낌은 좋아요
2,화면과 많이 다르네요
2,마지막 불만
2,너무 큼 디자인 점수가 낮음 너무 투박하게 큼ㅠ
2,가격 대비 효과는 아직은 잘 모르겠네요ㅠㅠ
2,미디엄 주문해서 쓰다 보니 이상해서 사이즈 보니 이네요 다음부턴 그러지 마세요
2,제가 진자 큐티클 오일 여러 번 사서 쓰는데 이번엔 진짜 최악 돌려도 돌려도 안 나오고 진짜 세거 뜯자마자 돌리는데 한참 돌려도 안 나옴 이럴 거면 왜 하 금세 쓰고 이해가 안 감 다신 안산
2,잘 받았습니다 잘 쓸게요
2,저 사진처럼 포장도 안 돼있고 박스에 방수포만 딸랑 담 뎌왔네요 뭐 누가 뜯고 반품한 거 보내주신 건가요
2,이때까지 먹었던 곱창전골이랑 완전히 다릅니다 곱창 콩나물국이라고 생각하시면 됩니다
2,선물용인데 다 뭉개져서 왔어요ㅠㅠ
2,재구매 절단면이 안 좋은 게 좀 있네요
2,택배가 다른 곳으로 가서 좀 늦었네요
2,사진보다 부피가 작아요 사이즈 확인하고 구매하세요
2,테이프가 잘 떨어지는 것 같아요
2,배송이 너무 늦네요
2,괜히 샀네요
2,색이 붉은빛이 많고 씨가 굵고 맛이 없어요 재구매 의사 없습니다
2,바삭하기보단 눅눅해서 아쉬웠어요
2,카시트 하던 아이한테 바꿔줬는 덕 답답해해요ㅜ
2,음 다른 곳에서 이런 비슷한 족발 시켜 먹고 너무 맛있어서 이곳에서 시켰는데 털 있고 별로
2,한 마리는 살아있었어요 한 마리는 죽어있었고 처음 시켜봐서 양을 잘 몰라서 그런지 두 개 인분용으로 시켰는데 양이 너무 적었고 쌀밥도 별로였어요 시즌을 잘 못 맞췄었나 봐요ㅠ 담에는 그냥 밖에서 사 먹어야 할까 봐요
2,구더기 가득 생김 ㅋㅋㅋ 쿠ㅜ받고 나서 남은 음식물 이틀 넣어두고 열었는데 구더기와 날파리가 득실 득실득실 아우 여름에 쓴 제 잘못이죠ㅎ
2,사이즈가 정 사이즈 보다 큽니다
2,처음에 받아보고 품질에 너무 당황했어요 자동적으로 구매확정이 돼서 반품이 안된다는 따지고 싸우고 싶지 않아서 그냥 갖고 있는 중이에요 다른 분들은 만족도 높게 쓰시는 것 같고 개인의 취향에 따른 것 같네요 암튼 개인의 취향인데 전 아닌 걸로
2,제 질 이 싼 티 가나요
2,향을 잘못 선택한 건지 냄새가 너무 별로예요ᅲᅲ
2,아이의 자 육각이가 자꾸 돌릴 때마다 무뎌져서 힘들었고요 ㅠ 생각보다 견고한 느낌이 아니에요 ㅠㅠ 흔들려서 오래 사용하긴 좀 힘들 것 같아요 저렴한 거 알고 사긴 했는데 후기가 워낙 좋아서 괜찮은가 보다 했는데 솔직히 조금 그르네요 ㅜ 웬만하면 환불 안 해서 그냥 막 쓰려고요 ㅠ
2,생각보다 크고 무릎이 튀어나와서 좀 이상해요
2,역시 리뷰에서 봤던 거처럼 엑스 자가 안 맞아요 바꾸기 귀찮아서 그냥 써요
2,이거 붙였는데 그 양 일반 뽁뽁이 보다 괜찮아요 근데 사이즈를 한참 크게 해서 주문하는 게 젛을것 같아요 그래야 붙이기가 편해요 근데 끈끈이가 너무 강해서 구 번 사용이 가능할 가 싶아요
2,우선 하트는 해보지도 못했어요 나가서 하려고 가방에 넣었는데 지네들끼리 엉켜서 ㅠ 사망하셨네요
2,생각보다 활용도가 높지 않아요 폼롤러보다 보조되는 느낌은 못 받는 거 같아요 차라리 너 뷰트 보고 그냥 맨몸 스트레칭이 나아요 그리고 개씩 살 필요는 노노네요
2,그냥 쓰고 있습니다 처음부터 흠집 있는 물건 왔고 돌려보내도 같은 거 올까 봐 싼 맛에 사용하네요
2,주문 제작이라며 사이즈 교환이 안된다고 하네요 주문해보니 벽 상태가 안조 아서 설치가 불가하네요 사이즈 교환 요청했는데 안돼서 결국 다시 샀네요ㅠㅠ
2,색상이 화면보다 못해요 분홍이가 그린은 괘안코 용
2,흰색 했다가 김치 국물 튀니 물듦 까만색 할걸
2,얼마 사용하지 않았을 때부터 보풀이 생겼습니다 그리고 홈쇼핑 일반 쇼핑몰에서 똑같은 디자인인데 가격이 더 저렴한 걸 발견했네요 그래도 재질이 더 좋은 거라 생각하려고 합니다 한여름에 쓰기에는 조금 덥지만 올여름 잘 지냈어요
2,재구매 배송이 너무 느려요 배송 좀 신경 써주세요
2,찌그러진 참치 캔 많은 분들이 구매 평에 찌그러졌다 했는데 진짜 찌그러져왔네요 택배 문제일까요 포장에 신경을 써야 할 듯 캔이라지만 먹거리인데 찌그러진 참치캔을 보니 기분이 안 좋네요 물건 구매 후 기분 상한 건 이번이 첨인듯합니다
2,별로입니다 달면은 탱글탱글하니 색감은 좋은데 후추가 너무 많이 들어간 거 같아요 매워요 겉은 바삭하긴 한데 김이 비려요 튀김 귀에다 튀기는 게 아니면 좀 질기기도 하고요 별로입니다
2,좋을 줄 알고 두 개나 구매했는데 저한테는 안맞네요ㅠㅠ 소리가 너무 시끄러워요ㅠㅠ 안 쓰고 있음 ㅠ 그리고 제품 자체에 너무 흠집이 많은 상태로 배송이 왔네요 중국 제품 같은데 가격 좀 내려서 판매하셔도 될 듯
2,배송 말고는 맛있었어요 만족해요
2,같은 쇼핑몰인데 배송비 따로 받는 건 뭔가요
2,손가락 봉제가 집힌 상품이 와서 교환문의하니 싼 가격에 뭘 기대하냐며 다른 것도 그 정도 퀄리티니 반품은 해주겠다네요 판매자 마인드 수준 알만해서 더 말 안 했네요 싼 맛에 대충 고쳐볼게요
2,잘 찢어져요 자르기도 힘들고요
2,필기감 좋고 배송도 오래 걸리지 않았는데 파란색이 아예 글씨가 써지질 않아요ㅠㅠ
2,테이프는 얇고 좋아요 다만 사진처럼 피부가 쭉 당겨 올라가게 붙이려면 옆에 살이 쭈글쭈글해져요 ㅜ 그걸 생각 못 하고 주문했어요 잘 늘어나지만 한 번에 너무 길게 늘여서 붙이면 안 되겠어요 안 쓰게 되네요 ㅠ
2,모양은 같은데 사이즈가 기존 거랑 크네요
2,배송이 너무 느림 항공 지연 문제가 없게 재고를 두면 될 것을 본인들은 손해 안 보려고 항공 지연으로 배송이 안됩니다 이거 끝 무성의하네
2,크기가 상당히 크고 가격대가 있어서 지속 구매는 하지 않을 듯합니다
2,이것도 너무 기대했나바요ㅠㅠ 별로에 여
2,카키색이 이쁜 색이 아니에요 너무 다크 카키입니다 ㅠㅠ
2,살짝 기름 전 내가 나요 ㅠㅠ
2,그냥 그래요 싼값만큼 딱 그만큼이요
2,향은 그저 그래요 양도 작고 씻으면 비누로 머리 감은 거처럼 뻑뻑해요 흠
2,숙성 김치라 해서 구매했는데 완전 생김치네요 신 김치가 먹고 싶은데
2,재구매 택배사 문제이긴 한데 택배가 너무 늦게 도착함 일요일 주문한 게 목요일 도착함
2,제품은 잘 받아서 착용해 보았는데 조금 아쉬운 점은 조금만 더 발가락 사이사이에 끼우는 것이 두꺼우면 좋겠어요
2,배송이 느립니다 여유 있게 시키세요 판매자분은 친절합니다
2,사은품 마카가 안 와서 한참 기자였다가 결국 그냥 샀더니 보내주셨네요
2,접착력이 많이 떨어지네요 ㅡㅡ
2,크롬 도대체 크롬이 어딨나요 그냥 플라스틱 판때기에 번호 붙이면 끝
2,그냥 그래요 일단 잘 써볼게요
2,재구매 줄이 너무 잘 떨어져요 몇 개째인지 모르겠습니다 애가 쓸 때마다 언제 끊어질지 몰라 불안해해요
2,제품 주문 후 배송까지 일만에 받았습니다
2,잉크가 많이 나와서 선이 굵고 글씨를 쓰면 좀 번지는 느낌이에요 원래 썼던 펜이고 다른 색들도 가지고 있어서 비교해봤는데 차이가 확실히 나요 제품이 불량인지 색마다 차이가 있는 건지 궁금하네요
2,작아도 너무 작아요 특대라고 이름 붙일 수 없는 크기예요
2,생각보다 싼 티 너무 많이 나는 쌩 플라스틱이고 조립이 힘들고 손 많이 가요 손가락 마디마디 너무 아프네요 이럴 줄 알았으면 한 박스만 사보고 결정할 걸 후회됩니다
2,흰 티인데 이상한 게 묻어있어요 기름인지 뭔지 여행 일정 땜에 교환도 못하고ㅜㅜ속상해요
2,솜은 좋은데 압출기는 좋은지 모르겠어요
2,상품 사용은 아직 포장상태는 실망입니다 상품 상세페이지에서 보여주시는 포장상태가 아니더라고요
2,아무리 티브이에서 나와서 주문이 밀렸다고 해도 연장해서 월일에 보내주시기로 했노고 월 일날 연장한다는 말도 없이 배송이 엉망이네요 맛도 그냥 그냥 그래요
2,철 찌그러져오고 고무는 찢어져왔어요ㅜㅜ 무거운 거 다시 교환받기 귀찮아서 그냥 쓰는데 고무는 다시 보내주세요
2,설치가 너무 불편 행거 여러 개째 조립해봐서 자신 있었는데 툭 하면 깨지고 전 분노조절 정애인지 그냥 버렸네요
2,제 입맛에는 싱겁고 뭔지 간이 안 맞고 쓰고
2,냄새 때문에 아기가 먹기 힘들어해요 밥에 섞어줬더니 토했어요ㅠ 먹어보니 저도 좀 역하더라고요 이 비싼 걸 못 먹고 일움
2,생각보다 고무장갑 크기가 작아요 고무장갑이 작아서 끼고 벗고 가 힘드네요 고무장갑 디자인이 이뻐서 샀는데 실사용은 그다지 안 할 것 같아요
2,쓰지 않고 버림
2,잘 구매했습니다
2,가격 대비 재미 삼아 사보는 것에 추천해봤는데 뭐 어떻게 하는지도 잘 모르겠고 잘 되지도 않고ㅋㅋ 그냥 궁금해서 사본 걸로 쳐야 할 듯 그냥 수ㅐ딩이나이빠이 해야겠네요 살을 빼던지 쩝
2,사이즈가 동일하지 않은 거 같아요
2,짜서 별로예요 별로
2,일단 그냥 받아보긴 했는데 왜 배송이 지연되는지 이유도 없이 배송지연 찍 통보하고 상품은 그냥 딱 가격만큼 이거나 그보다 못한 것 같아요 까슬까슬 실밥도 여기저기 반품도 귀찮고 가슬 거리는 거야 세탁 좀 하면 괜찮아지겠죠
2,황매실 주문했는데 푸르디푸른 청매실만 가득해요 얼룩얼룩 붉은 곳 빼고는
2,한글 스티커는 좀 붙여주셔야죠
2,모양은 그런대로 괜찮은데 손잡이 부분이 많이 약하네요 이사한다고 이불 넣었는데 손잡이가 찢어져서 버렸네요
2,다 깨져서 왔어요ㅜ 키조개는 처음 시켜봤는데 다 깨져서 조개 속에 껍질 조각들이 ㅜ 몇 번째 구매했는데 이런 실망은 처음 ㅜ
2,불량품을 보내주셨습니다 다시 보내주세요 불량품을 보내주셨습니다 다시 보내주세요 이런 불량품 참 오랜만에 받아보내요 위 상단부품 불량품 아닌 것으로 보내주세요 수고하세요 연락처는 보내고 문자 주세요
2,펌프를 계속해도 안 나와요
2,잘 쓸게요 튼튼하네요
2,보풀이 일어난 것 같은 재질 차 사이즈에 맞지 않아 들떠 있음
2,밤이 되면 판다가 되네요ㅡㅡ
2,아쉽습니다 체리가 가공식품이 아니라서 이해는 하지만 크기도 그렇고 맛도ㅠㅠ 이제부터는 그냥 이마트에서 사 먹을랍니다
2,일단 신선도가 떨어집니다 유기농이라 그런지 흙도 많이 묻어있고 하나씩 일일이 다 씻어서 다시 넣어놨네요 그냥 저렴하게 유기농 먹는다 생각하심 편해요
2,가격 대비 별로입니다
2,흠 그냥 일반식품이라 크게 몸에 좋은지 모르겠어요 일단 구매한 거니 먹긴 할 텐데 재구매 의사는 없습니다
2,가격 대비 덮게가 허접해 보여요
2,사이즈가 크고 마감이 엉성해서 잘 벗겨지네요
2,배송이 굉장히 느렸으며 발송이 지연된다는 말없이 판매자 마음대로 배송 중으로 바꿔놓아 혼선이 있었습니다
2,고기가 많이 질기고 조리방법에 문제인지 국물이 너무 많이 생겨아쉬웠습니다
2,가격이 저렴한 만큼의 바지네요
2,에고ㅠ 붙이고 그날 저녁에 우두두두도 군데군데 떨어지고ㅠㅠ 불편해요 붙이는 게 비추합니다
2,좀 많이 아쉬웠습니다 배송은 빠르고 참 좋지만 선도 너무 약하고 네온도 버리고 연장선도 버리고 배터리는 어찌나 큰지 좋지 않고 네온의 색깔도 빛보다 그냥 겉에 색이 더 진하고 아쉽습니다
2,기대보다 맛이 별로임 겉에 지방층 일반 코팅된 초콜릿 같은 느낌이 그대로 났음
2,배송시간이 다른 제품에 비해 오래 걸려요
2,프라이머를 사용하니 눈이 왜 그리 시린지 프라이머 눈이 시리네요ㅠㅠ
2,집게 벌리는 손잡이가 많이 뻑뻑하네요
2,사이즈가 조금 작지만 나름 만족해요
2,전에 구매한 상품은 매우 좋았는데 이번 것은 꼬리 한 불쾌한 냄새가 많이 납니다
2,무거워요 옷 다리다 팔아 무지 아픔
2,너무 얇아요ㅠㅠ
2,저한테는 너무 매트한 거 같습니다
2,까슬까슬 냄새나고 위메프에서 비슷한디자인종류더많고원임ㅡㅡ
2,이쁜데 여름용으로 입긴 너무 더운 소재라 월에 샀지만 한 번도 못 입었어요 그렇다고 추울 때 입긴 팔이 추워 못 입을 것 같고 소재가 두꺼운 니트라 더워서 패스합니다ㅠ 얇고 시원한 니트 소재라면 이쁘게 잘 입을 텐데 아쉬워요
2,저렴하고 다 좋은데 알콜냄시 ㅠㅠ
2,코코넛은 전혀 안 느껴지고 바닐라 같음 너무 진해요
2,그럭저럭 쫀쫀하지는 않아요
2,제품 잘 받았습니다 조립도 쉽고 앉아보니 편하네요 그런데 팔걸이 높이가 명시되어 있는 것보다 높은지 책상 밑으로 안 들어가네요 그리고 삐딱해요
2,상품이 개 한 세트가 아니라 한 개만 옵니다 참고하세요 그리고 포장할 때 나무의 상태가 보이셨을 텐데 뭔 모르고 까서 보니 나무에 곰팡이 같은 게 반이 뒤덮고 있네요
2,모서리에 까만 점이 있네요 케이스 없어서 그냥 씁니다
2,진짜 그냥 점 그저 그러함 특별한 게 없기에 재구매 의사 없음
2,조금 까슬한 느낌이고 무엇보다 먼지나 머리카락이 정말 잘 붙어요
2,접착력이 떨어져요 생각 보다 잘 붙지 않습니다 아쉬워요
2,토요일 약속 있어서 수요일 저녁에 주문했는데 토요일에 와서 써보지도 못하고 마트 가서 다른 제품 구매했습니다 배송 일 잡아야 될 거 같아요
2,겨울옷 걸어두니 떨어지네요
2,가격이 비싸서 괜찮겠지 했는데 팔 위쪽 고무줄 부위가 금방 늘어나네요 튼튼해야 오래 사용하는데 몇 번 빨고 나면 힘들 듯합니다
2,편하고 좋아요 부드럽고 근데 한번 빨았더니ᅮᅮ 보풀 잘 생겨 유 그리고 개시 켰는데 하나는 목 쪽에 조그만 구멍이 있네요 환불하려다 그냥 입습니다ㅜ
2,배송 짜증 엄청 짜증 정말 짜증
2,땀이 너무 나서 손이 가려워서 날이 선선해지면 착용해야겠어요
2,사용하는데 고리가 계속 빠져요
2,제가 먹어본 빙어 중 젤 맛이 그러네요 알도 꼬신 느낌 없고 알도 덜 덜었고 크기도 다시 멸치보다 작아요
2,배송은 빨라 좋았지만 제품은 많이 아쉽네요 겹인데 가장 중요한 필터가 빠진 느낌이네요
2,맛은 있는 것 같은데 단단해서 애가 버리고 가요 ㅠㅠㅠ
2,불량이와는 건지 원래 이런 건지 시계 숫자들이 너무 흐립니다ㅜㅜ 정면으로 보면 잘 안 보이고 비스듬히 해서 봐야 보이네요 그리고 분명 불 들어온다고 알고 샀는데 불도 안 들어오네요 싼 맛에 그냥 씁니다
2,무게 중심으로 핸들을 조정하는 거라 살 아기가 타긴 버벅대고 위험하네요ㅜ
2,생각한 것보다 두껍네요
2,엥ㅠ 단호박도 아니고 밤호박인데 맛없고 쌉싸름한맛나요ㅠㅠㅠ 혹시 맛없을까 봐 조금만 시켰는데 개에서 하나 먹고 지금 나머지 손도 안 대구 있어요 ㅠㅜㅠㅠ
2,냉동는 처음으로 구매 세척하니 만이 물러져 실망이 내요
2,구성비 그냥저냥 쓸만해요 기대는 하지 마세요
2,제가 받은 상품이 불량인지 하루 종일 충전해도 분 사용하면 꺼지네요
2,마감이 허술해서 실밥 다 틑어짐 쫄 때도 약함
2,재구매 이번엔 기름이 너무 많아요 ㅠㅠ 다 발라내고 구우니 얼마 안 됐어요
2,봉 손잡는 곳에 오물에 묻어 있습니다 닦아도 잘 안 지워집니다
2,재구매 좋아서 재구매 했어요
2,향이 그리 자연 양 같지도 않고 흡수도 그리 잘되지 않고 바른 후에 피부가 그리 매끄럽지도 않음 그저 그러 느낌
2,역시 안되네요 티브이 광고 보고 속는 샘치고 구매했는데 역시나 효과 도 없음
2,구멍이 맞지 않아 별짓을 다해도 안 들어가서 결국 한 개는 그냥 내버려 두고 쓰네요 개로도 쓸 수 있을 거 같아서 그냥 씁니다 진짜 저 의자를 바쁜데 분을 넘게 생쇼를 했네요 ㅠ 다음부턴 주의하셔야겠어요
2,처음 몇 번 사용하다가 다른 제품 새로 구매해서 이건 잘 안써요ㅋㅋ
2,한쪽 모서리 그을리고 녹아서 옴
2,싸구려 같아요 한 번을 못 차고 끊어져 버림
2,해외에 있어서 한국 나간 김에 주문해서 가지고 왔는데 원했던 맛이 아니에요 작년에 주문해 먹은 다른 곳이 맛이 더 나았던 듯
2,가격 대비 안 좋아요 자르니 안 좋은 게 몇 개 있네요
2,은 최악 배송은 좋았어요 일주일 썼나 모르겠네
2,너무나 허슬 한 가구예요 디자인 가격만 보고 사시지 마세요 리뷰가 안 좋은 이유가 있네요 달 정도 섰는데 벌써 서랍장 두 개가 고장 나려고 합니다
2,생각보단 작네요 우리 집 포에 가 들어기긴 좁겠어요
2,색깔이 제가 원하던 색상이 아니네요 코팅을 너무 많이 입혔나 자연스러운 라탄 느낌이 안 나고 좀 싼 티 나요
2,사실 계란 프라이 같지는 않습니다 비슷한 걸 찾아보다면 계란지단이랑 비슷하다고 할 수 있겠네요 그리고 좀 짭짤한데 이게 그냥 소금 간이 된 느낌이 아니고 한 입 먹으면 소금물이 나오는 느낌이랄까요 취향 좀 탈 것 같아요
2,배송 너무 오래 걸렸어요 배송이 누락된 것 같다고 해도 택배사에서만 일ㅎㅎ 제일 큰 블라인드는 한쪽으로 쳐져서 알려주신 방법으로 했는데도 크게 달라진 게 없어서 그냥 벽 쪽에 살짝 패드 붙여놨어요
2,예전에 행사 때 저렴하게 사서 쓰다 더 필요해서 사려니 가격이 많이 올랐네요 가볍고 튼튼한 편이라 비싸도 구입했어요
2,물난리 나서 상품 속에다 들어가고 난리요 여름도 아닌데 얼음팩 다 녹은 거 찝찝해요 여수에서 오는 음식도 얼음 남아서 오던데 진공포장들 안되어 잇는 거였음 음식 다 버렸을 판 양도인이라는데 인양 빵은 좀 크네요 새우가 주인공인데 ㅜ 세일할 때 사서 다행
2,모자가 엄청 커요 너무 커요 머리가 작은 편이 절대 아닌데 커요 휴 앞으로 모자는 써보고 사는 걸로
2,압축이 잘되지 않아요 몇 번을 다시 빼고 또 빼고 ㅠㅠ 옷걸이 부분도 원형으로 마감하게 되어 있어서 자리를 많이 차지해요
2,재구매 재구매인데 여전히 냄새가 많이 나네요 머리 아플 지경
2,생각보다 사이즈가 작고 나사 처리가 너무 무성의하네요 역시 가격에 따라 차이가 나는 거겠죠 그래도 간단하게 사용하기 괜찮은듯해요
2,어르신분들 선물 드렸는데 별로래요
2,움뭉이가 안 먹어요 ㅠ
2,상품도 별로 고 가격도 비싸네요
2,변기에 끼우는 나사가 매우 큽니다 저희 최근 아파트 사는데 안 맞아서 반품 안돼서 그냥 누구 주든지 해야겠네요 꼭 사이즈랑 나사 크기 확인하고 구매하세요
2,시원하긴 한데 처음 받고 닦다 보니 보이지 않는 가시가 손에 박히어 힘들었어요 마감에 신경 써야겠어요
2,디자인에 혹해서 샀는데 한 시간 만에 떨어져서 황당해요 글루를 너무 많이 바르면 안 떨어질까 봐 걱정이고 제품 배송도 늦었는데 테이프 글루도 안 보내주시고
2,제품이 정교하지 못하고 양쪽 다 심이 보여서 애들이 연필 깎을 때 물어보네요 어느 쪽을 깎아야 하는지 헷갈려 합니다 선물했는데 받은 사람들이 양쪽 다 심이 보이고 끝에 흰색 벗겨진 걸 보더니 아쉬워하네요 선물하고 찜찜해요
2,한 상자가 이렇게 뜯어져서 왔네요
2,생각했던 바삭한 식감이 아니라 제 입맛엔 별로네요 좀 짠 편이라 굳이 소스는 필요 없을 것 같아요
2,개가 불량으로 왔습니다 ㅠㅠ
2,난 별로
2,햇단밤을 시켰는데 아무래도 묵은 단밤인듯해요 색깔도 노란빛도 없고 밤이 마른 느낌이 있네요 썩은 것들도 있고 그래서 다른 곳에서 햇밤을 주문했습니다 여기 건 햇밤이 아닌 듯
2,굽 확인하고 적은 건가요 많이 잡아서입니다
2,조립하기가 생각보다 조금 복잡하네요 좀 더 간단히 만들었으면 좋겠어요
2,재구매 잘 찢어짐 더래에 모유ㅏ
2,거의 뭉개지고 물러져서 왔어요ㅠㅡㅠ
2,인체공학적이지 않아요ㅜ 볼 부분과 코 부분 영 커버를 못하네요ㅜ
2,취미 삼아 만들어보려고 구매했어요
2,나박김치 야채가 싱싱하지 않아서 실망했어요
2,주문 상품과 다른 게 왔는데 판매자 문의하니 같은 제품의 다른 나라 언어로 표기되어있다네요 일단 주문 제품과 다른 제품을 줌은 아니라고 봅니다 앞으로 이런 일 없도록 정중히 부탁합니다
2,진공 풀려요
2,강사님 친절하시나 시스템이 향상되어야 할 부분이 있는 것 같습니다
2,크기가 좀 작고 생각보다 소리가 너무 커요
2,왜 이것만 안 들어있을까요ㅜㅜ
2,옷에서 담배 찌든 내 진짜 심하네요
2,좋은지 모르겠어요 하얀 가루는 멀까요
2,아직 안 먹어봐서 잘 모르겠어요 우선 후기 보고 구매했는데 먹어봐야 알 거 같네요
2,얇음 그냥 그럼 추천 안 함
2,너무 불편하네요 기본 고리가 고정이 안돼요
2,맛이 별로예요 여기에 뭘 더 첨가해서 먹어야 하는 건지ㅜ모르겠어요
2,그냥저냥 그렇게 좋은지는 모르겠음
2,화면으로 봤던 거랑 완전히 다른 느낌
2,괜찮아요 꾸준히 믿고 시키고 있습니다
2,작동이 안 돼서 현지에서 재구매했습니다 유심칩은 현지에서 직접 구매하라고 권하고 싶습니다 다른 사람들 것까지 구매해줬다가 모두 사용하지 못해서 미안해지고 현지에서 다시 재구매 했습니다
2,효과는 모르겠어요 더 먹어봐야 하나
2,잘 안돼요 믿고 구매했는데 실망입니다
2,인테리어를 해침 길이가 어정쩡함 개를 놓자니 답답하고 한 개를 놓자니 빈 공간이 있음
2,재구매 재구매했는데 저번보다 맛이 덜해서 아쉽네요
2,닦기 무지 불편해요 닦다가 내가 이걸 꼭 써야 되나 그냥 닦기 쉬운 빨대컵을 쓰는 게 낫지 않을까 싶어요
2,앉는 데가 구멍 나있어요
2,빠른 배송 부탁했는데 구매할 날짜가 목요일인데 월요일 오늘 옴 알겠다고 답장해주시고 오늘 옴 정말 너무합니다 ㅡㅡ 블랙 임박 커튼도 구매해야겠다 맘먹고 있는데 못하겠음 아무든 잘 받았어요
2,기아 펄 화이트 샀는데 상품 내 색상 종이와 비교해도 색상이 완전히 다름 옐로운줄
2,이건 좀 실망 다른 건 괜찮네 흄 ㅠㅠㅠㅠ
2,그냥 그럼 싼 맛에
2,제품 사이즈에 맞 췄을 때 약간의 유격이 있습니다
2,너무 좋아요
2,왜 줄눈 시공이 비싼 줄 절실히 알았습니다 전 벽타일을 했는데 흘러내리고 잘 안 나오고 이건 시공하는 사람의 문제만은 아닌거같네요ㅡㅡ 개고생 끝에 욕실이 허접해졌네요
2,사진 보다 너무 파랗고 바지 피이 사진이랑 완전히 다릅니다 통이 커서 제가 시킨 테이퍼드 핏 바지가 하나 더 온 줄 알았어요ㅡㅡ
2,효과 불확실 방송에 나온 걸 보고
2,열고 물건 넣고 빼야 하는데 열린 채 있질 못하는 구조 자꾸 닫혀서 고정끈으로 열어논 뒤 물건 넣고 빼고 다시 고정끈 풀고 뚜껑 닫고
2,잠이 잘 오는지는 더 사용해 봐야겠지만 배송이 너무 늦고 고객센터 전화연결 절대 되지 않습니다
2,아 진짜 너무 맛없고 다 터진 거 오고 ㅜㅜㅜ 시켰다가 욕만 먹었어요ㅜㅜ 죄송합니다만 이걸 그램에 민원인 건 너무하지 않나요
2,제 머리가 지성인데 너무 촉촉한 것 같아서 안맞아요ㅜㅠ 다음엔 지성용으로 사야겠네요
2,화사한 효과 기대 어려워요 나스 쿠션보다 화사함이 떨어지네요 단 지속력이나 커버는 괜찮은 것 같아요 얼굴색 밝으신 분 비추 얼굴이 노란 분들에겐 추천
